Carimbo de data/hora,Curso,Semestre,Idade,Sexo,Frase [Faço amigos com facilidade na minha universidade.],Frase [Acredito que posso concretizar meus valores na profissão que escolhi.],Frase [Mesmo que pudesse não mudaria de universidade.],Frase [Costumo ter variações de humor.],"Frase [Olhando para trás, consigo identificar as razões que me levaram a escolher este curso.]",Frase [Nos estudos não estou conseguindo acompanhar o ritmo dos meus colegas de turma.],Frase [Escolhi bem o curso que frequento.],Frase [Tenho boas qualidades para a área profissional que escolhi.],Frase [Sinto-me triste ou abatido.],Frase [Administro bem meu tempo.],Frase [Ultimamente me sinto desorientado e confuso.],Frase [Tenho sido estimulado pelos meus professores na universidade a me desenvolver profissionalmente.],Frase [Gosto da universidade em que estudo.],Frase [Há situações em que sinto que estou perdendo o controle.],Frase [Sinto-me envolvido com o meu curso.],Frase [Conheço bem os serviços oferecidos pela minha universidade.],Frase [Gostaria de concluir o meu curso na instituição que agora frequento.],"Frase [Nos últimos tempos, me tornei mais pessimista.]",Frase [Meus colegas têm sido importantes para meu crescimento pessoal.],Frase [Minha trajetória universitária corresponde às minhas expectativas vocacionais.],Frase [Sinto cansaço e sonolência durante o dia.],Frase [Acredito que o meu curso me possibilitará a realização profissional.],Frase [Gosto das aulas do meu curso de graduação.],Frase [Acredito possuir bons amigos na universidade.],Frase [Sinto-me em forma e com um bom ritmo de trabalho.],Frase [Tenho desenvolvido amizades satisfatórias com os meus colegas de curso.],Frase [Tenho momentos de angústia.],Frase [Tenho dificuldades em achar um colega que me ajude num problema pessoal.],Frase [Não consigo concentrar-me numa tarefa durante muito tempo.],Frase [Faço um planejamento diário das coisas que tenho para fazer.],Frase [Tenho boas relações de amizade com colegas de ambos os sexos.],Frase [Consigo ter o trabalho escolar sempre em dia.],Frase [Quando conheço novos colegas não sinto dificuldades em iniciar uma conversa.],Frase [Escolhi o curso que me parece mais de acordo com as minhas aptidões e capacidades.],Frase [Há situações em sala de aula que os professores diminuem minha autoestima.],Frase [Sou visto como uma pessoa amigável e simpática.],Frase [Penso em muitas coisas que me deixam triste.],Frase [Procuro conviver com meus colegas fora dos horários das aulas.],Frase [Sei estabelecer prioridades no que diz respeito à organização do meu tempo.],Frase [Tomo a iniciativa de convidar os meus amigos para sair.],"Frase [Minhas relações de amizade são cada vez mais estáveis, duradouras e independentes.]",Frase [Faço boas anotações das aulas.],Frase [Sinto-me fisicamente delibitado.],Frase [Sinto-me encorajado para falar com meus professores.],Frase [A minha universidade não me desperta interesse.],Frase [Consigo ser eficaz na minha preparação para as provas.],Frase [A biblioteca da minha universidade é completa.],Frase [Procuro sistematizar/organizar a informação dada nas aulas. ],Frase [Simpatizo com a cidade onde se situa minha universidade.],Frase [Tenho dificuldades em tomar decisões.],Frase [Sinto-me desiludido com o meu curso.],Frase [Tenho capacidade para estudar.],Frase [Meus gostos pessoais foram decisivos na escolha do meu curso.],Frase [Tenho me sentido ansioso.],Frase [Estou no curso que sempre sonhei.],Frase [Sinto-me feliz com a forma como meus professores me tratam.],Frase [Sou pontual na chegada às aulas.],Frase [O meu curso tem boa infraestrutura.],Frase [Não consigo fazer amizade com meus colegas.],Frase [Mesmo que pudesse não mudaria de curso.],O que você achou deste questionário?
3/28/2018 21:59:07,Engenharia de Produção Mecânica,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,3,4,3,5,5,3,5,5,4,3,3,4,4,4,4,3,4,4,3,3,4,5,4,4,4,4,4,4,4,3,4,3,3,5,5,2,3,4,3,4,4,4,4,4,2,3,4,3,4,3,2,3,4,5,5,4,4,4,2,3,"Bom, poderia ter um espaço pra falar de maneira aberta sobre o curso, mas talvez não seja essa a intenção. O que me desmotiva às vezes nos cursos de Engenharia na UFC é essa base extremamente acadêmica e desmotivante com professores (especificamente de Cálculo, Física e Química) que parecem sentir prazer em não explicar o conteúdo direito e com isso gerando altos índices de reprovação. Fora isso amo os professores do meu departamento e as disciplinas específicas, são professores muito amigáveis e prestativos."
3/28/2018 22:00:02,Engenharia Elétrica,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,4,2,1,5,3,4,2,3,4,2,4,2,2,4,1,3,5,4,4,1,4,1,4,1,2,2,5,5,4,2,2,1,4,4,5,4,4,1,2,3,1,1,5,1,4,1,4,2,1,4,5,5,2,5,1,1,5,4,3,1,Importantíssimo. Espero ver em breve o resultado da pesquisa.
3/28/2018 22:13:41,Engenharia Química,10º semestre,22 a 25 anos,Masculino,4,4,2,3,4,1,2,4,1,3,1,1,2,1,1,3,4,2,2,1,1,1,2,3,4,3,2,3,2,2,4,2,4,3,3,4,2,2,2,3,3,1,1,4,3,4,2,3,4,2,3,4,1,3,4,2,2,4,2,2,ok
3/28/2018 22:15:35,Engenharia de Energias Renováveis,1º semestre,18 a 21 anos,Masculino,3,4,2,5,4,3,4,4,2,3,2,4,4,5,5,3,3,4,3,3,2,3,4,5,3,5,4,3,3,2,5,3,3,4,1,4,4,4,4,4,5,4,3,3,1,4,3,3,1,2,2,4,5,5,4,4,4,3,2,2,regular
3/28/2018 22:19:47,Engenharia Química,3º semestre,18 a 21 anos,Masculino,3,5,4,2,5,2,5,3,2,2,1,2,5,2,5,3,5,3,5,5,2,3,3,5,2,5,3,1,5,3,5,1,2,4,2,5,2,3,4,2,3,3,2,1,2,3,5,2,3,4,1,4,4,3,5,3,4,3,2,5,Um pouco longo e repetitivo.
3/28/2018 22:41:35,Engenharia Ambiental,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,5,5,1,4,3,2,2,5,3,3,3,1,1,3,2,5,5,4,5,1,3,2,2,5,4,5,4,1,3,3,5,4,4,3,5,4,3,5,4,4,5,4,1,1,5,4,3,3,5,2,4,4,4,3,2,1,5,3,1,1,Ótimo! Parabéns pela iniciativa 
3/28/2018 23:02:18,Arquitetura e Urbanismo,2º semestre,18 a 21 anos,Masculino,5,4,5,4,5,1,5,4,4,4,4,1,4,5,4,2,5,3,2,3,5,5,4,2,3,2,5,4,1,5,5,5,5,5,5,5,5,1,5,1,2,4,5,1,1,5,4,4,5,1,1,5,5,5,5,1,4,3,1,5,Muito grande.
3/28/2018 23:13:59,Engenharia Elétrica,5º semestre,18 a 21 anos,Masculino,3,5,3,3,3,1,4,4,3,4,3,3,4,2,3,4,5,5,4,3,5,4,3,3,4,4,5,2,2,4,4,2,2,5,3,5,3,2,5,1,2,5,5,3,2,4,2,5,5,1,2,5,5,5,4,3,5,5,1,5,"Bem completo, as vezes até um pouco repetitivo"
3/28/2018 23:25:17,Engenharia Civil,1º semestre,18 a 21 anos,Masculino,3,5,3,3,5,2,5,3,2,5,1,3,5,2,5,3,5,1,5,3,3,5,3,5,4,5,1,2,1,2,3,5,3,5,4,3,1,5,5,3,5,1,1,3,1,5,4,1,5,3,5,5,5,4,4,4,1,5,2,5,
3/28/2018 23:30:16,Engenharia de Energias Renováveis,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,2,3,1,5,4,3,4,4,5,2,3,2,2,4,1,2,3,4,1,1,5,3,2,1,3,1,5,5,3,1,3,1,2,4,5,4,5,1,3,2,1,4,2,1,2,3,1,4,3,3,3,3,2,3,4,1,3,1,4,4,
3/28/2018 23:34:59,Engenharia Química,9º semestre,22 a 25 anos,Feminino,5,4,3,5,5,4,4,4,5,3,4,3,2,4,3,4,5,5,3,4,5,3,2,4,4,4,5,4,2,5,5,2,3,4,5,5,5,4,3,4,4,5,5,1,3,4,3,4,1,3,2,5,5,5,4,2,5,2,1,3,
3/28/2018 23:36:17,Engenharia de Energias Renováveis,7º semestre,22 a 25 anos,Masculino,4,5,1,5,4,5,2,4,5,3,5,1,1,5,4,5,1,5,5,1,5,1,2,5,3,5,5,2,5,3,5,1,5,4,5,4,5,5,5,5,4,5,5,1,3,2,1,5,4,1,5,4,5,5,4,1,5,1,1,1,Muito relevante e importante para os estudantes. É necessário fazer mais que só apenas uma simples avaliação institucional. 
3/28/2018 23:37:04,Engenharia Elétrica,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,1,2,1,5,2,4,3,5,3,2,3,1,1,5,3,2,5,5,5,2,5,3,1,4,5,5,5,5,4,3,5,3,5,5,5,5,4,3,2,4,3,1,1,2,5,1,1,2,5,3,5,3,5,4,2,1,1,1,1,1,Completo
3/29/2018 0:01:22,Design,4º semestre,18 a 21 anos,Masculino,5,5,5,1,5,1,5,5,1,5,1,5,5,1,5,5,5,1,5,5,1,5,5,5,5,5,1,1,1,3,5,5,5,5,1,3,1,5,5,5,5,5,1,5,1,5,5,5,5,1,1,5,5,1,5,5,5,5,1,5,
3/29/2018 0:06:30,Engenharia de Computação,3º semestre,18 a 21 anos,Masculino,4,4,3,4,5,2,5,4,3,2,1,3,4,3,3,2,5,2,5,4,5,5,3,4,2,4,4,1,4,1,4,1,3,4,3,4,3,5,3,5,3,2,3,3,3,3,4,2,4,1,1,5,5,4,4,4,4,4,1,5,longo
3/29/2018 0:53:41,Engenharia Elétrica,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,4,3,3,2,4,1,3,3,3,4,3,2,4,4,2,3,5,5,5,3,5,3,2,5,2,3,5,2,4,3,5,4,4,2,4,5,4,2,3,3,3,2,5,3,3,3,3,3,5,2,4,4,5,4,2,4,3,3,1,2,"Achei que o questionário deveria explorar mais sobre o que os alunos veem de errado com o curso que está fazendo. Quem vive os problemas é que sabe apontar os erros. Dentre varios problemas da Eng Elétrica é a questão da falta de humildade em reconhecer que as aulas do curso não refletem as atividades que serão exercídas no mercado de trabalho. Não há uma preocupação dos professores de desenvolver o lado profissional do aluno. Desistimulo por parte de alguns professores para que alunos desistam do curso.. Sem contar que há uma rasa valorização das atividades do mercado/industria, tendo-se em vista que o Engenheiro será um futuro gestor."
3/29/2018 1:12:21,Engenharia Elétrica,1º semestre,18 a 21 anos,Masculino,5,5,2,2,2,4,5,3,2,1,2,5,4,4,4,2,4,1,2,3,5,3,3,4,1,5,4,2,5,1,4,3,3,5,1,3,1,3,1,1,3,1,5,3,2,1,4,1,2,3,2,1,4,2,1,5,5,5,1,2,"Interessante pra me ajudar a questionar se fiz a escolha certa ao decidir por esse curso. E dentre minhas possibilidades, vejo que fiz. Somente trocaria por engenharia aeronáutica no ITA"
3/29/2018 1:23:22,Engenharia Elétrica,5º semestre,22 a 25 anos,Masculino,4,4,2,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Teu cu
3/29/2018 1:41:27,Engenharia Civil,1º semestre,Menos de 18 anos,Feminino,4,5,5,1,4,2,5,4,2,4,2,2,5,3,5,3,4,3,4,4,3,5,3,4,3,4,4,1,2,5,5,3,4,5,3,4,2,4,4,2,4,4,1,4,1,4,4,4,5,1,1,5,5,5,5,5,5,5,1,5,Bacana.
3/29/2018 2:36:04,Arquitetura e Urbanismo,3º semestre,18 a 21 anos,Masculino,3,4,5,4,4,1,5,5,3,3,3,4,5,4,4,3,5,3,2,5,5,4,5,3,4,3,5,3,2,4,5,4,2,5,1,5,5,1,4,1,3,3,3,5,1,5,4,5,5,4,2,5,5,4,4,5,3,3,3,5,Legal
3/29/2018 5:54:15,Engenharia Civil,1º semestre,18 a 21 anos,Feminino,1,1,4,5,2,5,1,3,5,2,4,3,2,5,1,2,2,5,5,1,5,1,3,1,1,1,4,4,5,4,2,3,1,2,2,2,5,1,3,1,1,3,4,2,4,2,2,3,3,5,4,4,3,5,1,3,5,4,5,1,
3/29/2018 6:57:20,Arquitetura e Urbanismo,7º semestre,18 a 21 anos,Feminino,2,2,5,5,5,4,4,3,3,2,3,3,2,2,1,1,5,5,3,2,5,4,4,3,2,2,4,4,3,2,1,1,1,3,5,2,5,1,2,1,1,2,5,3,3,3,4,3,3,3,4,4,4,5,5,3,5,1,3,5,
3/29/2018 7:13:37,Engenharia de Produção Mecânica,5º semestre,18 a 21 anos,Feminino,3,3,2,5,4,4,4,4,5,3,5,1,3,5,2,2,2,5,5,3,5,3,1,4,1,4,5,5,2,5,4,1,3,4,5,3,5,4,4,2,3,2,5,1,3,3,2,3,3,4,3,4,4,5,4,1,5,1,2,3,
3/29/2018 7:17:14,Engenharia de Produção Mecânica,"10º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",30 anos ou mais,Masculino,1,1,4,3,4,2,1,3,1,1,1,1,4,1,2,3,3,4,1,2,5,2,3,1,1,1,3,4,4,1,3,1,1,4,4,2,3,1,1,4,2,3,3,1,3,3,5,4,2,5,5,3,3,5,2,4,5,5,4,2,Longo
3/29/2018 7:59:03,Engenharia Elétrica,7º semestre,18 a 21 anos,Masculino,5,3,1,2,3,1,1,3,4,4,4,2,1,4,2,2,1,5,5,2,4,1,2,5,2,4,4,2,1,5,5,4,5,4,4,5,4,4,3,2,2,4,2,2,4,4,5,4,2,4,5,4,5,5,2,2,4,2,1,1,
3/29/2018 8:42:17,Engenharia de Telecomunicações,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Feminino,5,4,3,5,2,5,4,3,5,4,5,1,4,5,4,3,5,5,5,2,5,4,5,4,4,5,5,1,5,5,5,1,3,5,5,5,4,5,3,4,5,2,5,1,1,3,2,2,5,5,2,3,4,5,4,3,2,5,1,3,
3/29/2018 9:00:48,Engenharia de Computação,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Feminino,3,3,2,4,3,4,2,3,4,3,4,1,2,3,2,3,3,3,3,2,3,3,2,4,2,2,3,3,2,4,1,3,3,5,5,3,3,3,3,3,3,3,4,1,3,3,4,4,2,3,3,5,3,3,1,1,5,4,2,1,Longo
3/29/2018 9:11:26,Engenharia Ambiental,"9º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Feminino,3,4,4,3,4,3,4,4,3,2,3,3,5,3,4,3,5,3,3,3,3,4,3,3,2,2,4,3,4,2,3,2,3,3,3,4,3,2,2,2,3,2,2,2,2,3,3,3,3,3,2,4,5,3,3,3,1,3,2,4,Interessante
3/29/2018 9:24:32,Engenharia de Produção Mecânica,3º semestre,18 a 21 anos,Masculino,3,4,5,4,2,4,5,3,2,2,2,4,5,5,5,4,5,4,5,4,4,5,4,5,3,4,2,2,2,1,5,3,2,2,4,3,3,5,2,3,5,2,3,4,2,3,4,3,4,4,2,4,2,4,5,5,4,4,2,5,
3/29/2018 9:26:55,Engenharia Civil,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Masculino,2,4,5,4,3,2,4,3,2,2,2,3,5,3,4,2,5,3,3,3,2,4,3,4,2,4,4,3,4,2,4,2,1,5,2,3,2,3,3,1,2,2,4,4,1,3,2,3,1,4,2,5,4,2,4,4,5,3,2,5,Bom
3/29/2018 10:34:50,Engenharia Química,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",26 a 29 anos,Masculino,5,4,4,5,4,4,5,4,1,4,3,4,4,4,4,3,2,3,4,4,2,4,4,4,4,4,4,4,3,4,4,3,4,4,2,4,2,4,4,4,3,3,3,4,1,4,3,4,3,4,1,4,4,3,4,4,4,4,1,4,
3/29/2018 10:42:17,Engenharia Mecânica,1º semestre,18 a 21 anos,Masculino,2,3,4,2,2,3,3,2,4,3,4,4,5,5,3,2,5,4,1,2,4,5,3,1,1,1,4,5,5,4,1,3,1,3,4,2,5,1,3,1,1,3,5,2,1,3,3,3,3,4,3,4,3,4,2,3,4,4,4,3,"Abordou pontos que nunca tinha parado para questionar, muito bom."
3/29/2018 13:49:58,Engenharia Elétrica,5º semestre,26 a 29 anos,Masculino,3,5,1,2,4,5,3,5,5,4,5,1,3,5,2,3,5,5,2,1,5,2,2,4,2,3,5,5,5,4,3,1,3,5,5,2,5,2,4,1,3,5,4,1,3,2,2,3,3,3,5,5,5,5,4,1,4,4,2,1,Satisfatório 
3/29/2018 14:03:38,Engenharia de Produção Mecânica,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",26 a 29 anos,Masculino,3,1,3,2,2,5,1,1,2,2,4,1,4,4,1,2,3,4,2,4,4,1,1,4,1,4,4,3,3,1,5,1,5,2,5,4,3,4,2,4,5,1,1,3,4,1,3,1,2,3,1,4,1,4,1,1,2,4,1,1,show
3/29/2018 14:19:42,Engenharia Química,1º semestre,18 a 21 anos,Feminino,2,4,5,4,5,5,5,4,5,2,2,3,5,5,3,2,5,3,3,3,4,4,4,3,3,3,3,2,3,3,3,3,2,3,4,3,5,3,3,1,4,4,3,4,2,3,4,4,4,2,2,4,4,1,4,3,3,3,3,3,muito abrangente
3/29/2018 15:34:49,Engenharia Elétrica,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Masculino,2,2,3,5,3,5,3,1,5,3,5,2,4,4,3,3,5,4,3,3,4,3,3,3,3,3,5,3,3,4,4,2,3,3,2,3,5,3,3,1,3,2,4,3,3,1,4,2,4,5,4,3,3,5,4,3,5,5,3,2,achei simples e amplo!
3/29/2018 15:35:09,Engenharia Química,10º semestre,26 a 29 anos,Feminino,3,1,2,3,5,4,1,3,5,3,5,2,3,5,1,4,4,5,3,1,5,1,1,2,2,2,5,3,5,4,4,3,4,4,5,4,5,2,3,1,1,1,3,1,1,3,4,4,3,4,5,4,4,5,4,1,4,4,2,1,Bom
3/29/2018 15:59:21,Engenharia Civil,"9º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Masculino,3,2,1,4,3,4,3,4,4,2,4,1,1,5,2,4,4,5,4,1,5,2,1,5,2,3,4,2,3,4,4,2,3,4,5,3,3,4,4,4,4,2,3,2,3,3,2,2,1,3,4,4,4,5,3,2,4,3,2,4,"A idéia do questionário é muito boa, espero que seja levado à frente. Uma frase resume minha vida acadêmica ""eu amo a profissão, odeio o curso"". É péssimo ter professores extremamente academicistas, que pouco tiveram experiência no mercado. Conto nos dedos quantos professores meus tiveram esta experiência, e é incrível o quanto estes professores se destacam dos demais. "
3/29/2018 17:22:47,Engenharia Civil,5º semestre,18 a 21 anos,Masculino,4,5,4,2,5,2,4,3,2,2,2,3,4,3,4,3,5,3,5,3,4,4,4,5,3,5,3,2,3,3,5,1,3,5,3,4,3,3,2,2,4,1,3,3,1,2,3,2,4,3,2,4,4,3,4,3,2,3,1,4,"Espero que seja útil para algo, uma pesquisa que gere resultados "
3/29/2018 20:19:25,Engenharia Civil,3º semestre,18 a 21 anos,Masculino,3,4,5,3,5,2,5,4,2,3,1,5,4,3,5,3,5,2,4,4,3,5,4,4,3,1,3,1,3,2,4,3,3,5,4,4,3,5,4,5,5,3,2,3,2,4,4,3,3,2,1,4,5,3,5,4,5,4,3,5,Completo
3/29/2018 20:42:31,Engenharia Civil,1º semestre,18 a 21 anos,Feminino,3,4,5,3,4,3,4,3,3,3,4,4,4,4,4,3,5,4,4,4,4,5,4,4,3,4,4,3,2,4,4,3,3,4,2,4,3,3,4,2,3,4,4,4,1,3,4,4,4,2,2,4,4,4,4,4,4,4,1,2,Muito bom
3/29/2018 21:30:33,Engenharia Elétrica,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Feminino,4,4,2,3,4,3,4,4,2,2,3,3,3,4,4,2,3,3,4,3,2,4,2,3,3,4,4,2,5,4,4,2,2,3,3,3,2,4,3,3,2,3,1,3,4,3,1,4,4,3,3,4,3,4,1,2,5,1,1,3,
3/29/2018 23:25:55,Engenharia Ambiental,3º semestre,18 a 21 anos,Feminino,4,3,5,5,2,5,2,2,5,3,4,1,3,5,3,3,5,5,5,2,5,4,2,4,2,4,5,4,5,2,5,2,5,4,4,4,5,5,3,4,2,2,2,2,3,1,3,4,5,5,4,1,3,5,3,3,4,3,2,3,
3/29/2018 23:54:43,Design,5º semestre,18 a 21 anos,Masculino,4,5,3,3,4,2,4,5,3,1,3,5,4,3,5,4,4,3,4,5,4,5,5,5,4,4,3,3,4,4,5,3,5,5,3,4,3,5,5,5,4,3,2,5,1,4,2,4,4,4,1,4,4,2,4,4,3,3,1,4,"Adorei não ter que escrever, mas tem alguns questionamentos repetitivos."
3/30/2018 11:15:16,Engenharia Metalúrgica,7º semestre,22 a 25 anos,Masculino,3,2,5,3,3,1,2,3,4,2,4,1,5,4,1,1,5,3,1,2,5,3,3,1,2,1,3,5,1,5,5,3,5,3,3,3,3,3,4,2,4,4,1,3,3,3,3,3,5,4,5,5,2,2,1,3,4,3,5,2,"Bom, porem as perguntas são muito subjetivas para se ter uma resposta tão objetiva."
3/30/2018 14:59:27,Engenharia Civil,7º semestre,18 a 21 anos,Masculino,2,2,1,5,2,5,1,1,5,1,5,3,3,1,1,1,4,5,5,3,5,2,1,5,1,5,5,2,5,3,2,1,3,2,5,1,5,2,1,1,3,2,5,1,5,1,4,2,1,4,5,3,2,5,1,1,2,4,3,1,Muito bom 
3/30/2018 15:56:53,Engenharia Química,10º semestre,22 a 25 anos,Feminino,5,5,5,4,5,3,3,4,3,2,3,2,4,3,3,4,5,2,5,2,5,4,2,5,2,5,5,2,3,5,5,3,4,4,4,5,3,5,4,4,5,3,4,2,2,3,4,4,4,3,3,4,5,5,5,3,5,4,1,4,"Bom questionário, utilizar espaço para comentários também seria interessante"
3/30/2018 23:57:22,Engenharia Elétrica,"4º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Feminino,3,4,4,5,4,4,4,4,4,3,4,4,4,5,4,4,5,3,4,3,5,4,3,5,3,4,5,2,3,3,4,5,4,3,5,5,3,4,4,4,5,5,3,3,2,3,3,4,4,3,2,4,3,3,3,3,5,4,2,2,
3/31/2018 8:54:13,Engenharia Civil,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Feminino,3,3,3,5,3,3,4,4,3,2,3,3,3,4,3,3,5,4,5,3,4,4,3,5,2,3,5,2,5,2,4,1,1,4,3,4,3,3,4,4,3,2,2,2,3,5,4,3,4,4,2,3,5,4,5,4,5,4,4,5,
3/31/2018 9:47:14,Engenharia Mecânica,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,4,4,1,2,3,1,2,3,3,3,3,3,2,4,3,3,2,4,4,3,3,3,3,5,4,4,5,1,1,3,4,4,4,3,4,4,3,4,4,4,4,3,1,4,3,4,2,2,4,2,5,5,3,5,1,3,4,3,1,1,
3/31/2018 13:00:19,Engenharia de Energias Renováveis,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,2,2,1,5,3,3,2,4,4,3,5,1,2,4,3,4,5,5,4,1,4,2,4,4,1,3,5,4,5,2,1,1,1,4,5,3,5,5,2,5,5,3,5,1,3,3,3,4,1,3,5,4,5,5,5,1,4,1,5,2,"muito bom, espero que trabalhem bem esses dados com medidas mitigadoras pros alunos do CT"
3/31/2018 13:12:50,Engenharia Civil,5º semestre,18 a 21 anos,Feminino,3,3,5,4,2,3,2,4,5,3,5,2,3,5,1,5,4,5,3,3,5,3,3,3,2,1,4,4,4,3,3,3,2,3,2,3,4,3,4,3,2,4,4,2,3,3,3,3,3,3,4,3,3,4,2,3,4,4,5,2,Muito completo
3/31/2018 13:25:33,Design,8º semestre,22 a 25 anos,Feminino,3,3,3,4,2,5,3,4,2,5,5,4,5,3,4,3,5,5,4,2,3,4,4,4,4,4,4,2,4,5,3,2,3,4,2,3,4,4,4,4,4,4,3,3,2,4,1,3,4,5,3,4,4,5,3,4,3,3,2,3,bom
3/31/2018 15:02:08,Engenharia Civil,9º semestre,22 a 25 anos,Feminino,3,4,3,4,4,3,3,4,4,3,4,2,2,4,3,3,5,4,4,1,2,3,3,4,3,4,4,2,2,4,5,4,3,4,5,4,5,3,4,2,2,5,3,1,4,3,4,4,4,2,5,4,4,5,4,1,4,5,2,4,
3/31/2018 21:14:18,Engenharia de Computação,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Feminino,3,5,2,4,2,3,2,4,5,4,5,3,4,5,1,4,5,5,2,1,4,2,2,2,4,2,4,3,3,5,5,3,2,3,4,4,4,1,5,4,3,5,2,2,4,4,4,5,3,1,5,4,3,5,3,2,4,5,3,2,Diferente
3/31/2018 21:22:22,Design,1º semestre,22 a 25 anos,Masculino,5,5,5,2,5,1,5,5,1,3,1,5,5,1,5,3,5,1,5,5,3,5,5,5,5,5,5,2,1,3,5,4,5,5,1,5,1,3,3,3,5,5,4,5,1,5,3,5,5,1,1,5,5,4,5,3,4,4,1,5,Extenso
3/31/2018 22:53:56,Engenharia Civil,1º semestre,Menos de 18 anos,Masculino,1,3,3,5,2,5,2,2,3,2,5,3,2,5,3,1,3,4,1,2,5,4,2,1,1,1,4,5,2,2,4,2,1,2,1,1,4,1,2,1,3,3,1,1,5,3,3,2,4,5,5,4,3,5,3,2,3,3,3,5,Muito bom
3/31/2018 23:23:26,Engenharia Metalúrgica,7º semestre,18 a 21 anos,Masculino,4,4,5,4,4,3,3,3,3,2,3,4,4,4,4,4,4,2,4,3,4,3,3,4,3,4,4,2,3,5,4,3,4,3,3,4,2,4,4,4,4,2,4,3,1,3,2,2,4,2,3,4,3,4,3,3,3,3,1,3,"Conseguiu abranger vários aspectos que realmente influenciam na experiência universidade, apesar de que vi algumas perguntas que pareciam abordar aspectos bem parecidos a outras"
4/1/2018 10:22:54,Engenharia Civil,5º semestre,18 a 21 anos,Masculino,3,3,2,5,4,4,3,3,5,3,5,2,3,5,3,4,3,5,2,3,5,3,2,2,1,2,5,3,5,2,3,3,4,4,4,4,5,4,4,4,2,2,5,2,3,3,3,3,3,2,4,4,4,5,2,3,5,3,2,2,"Ele me fez perceber como, muitas vezes, a faculdade me faz mal sem perceber e que realmente preciso da ajuda de um profissional."
4/1/2018 12:43:50,Engenharia de Produção Mecânica,"5º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Masculino,4,3,2,3,4,4,3,5,3,2,4,1,4,3,1,2,4,2,2,2,3,2,2,5,3,3,4,2,3,2,5,2,2,5,4,5,3,4,2,1,1,2,3,1,3,2,4,3,1,2,5,5,2,4,2,2,3,4,3,1,Nada a declarar
4/1/2018 19:27:43,Design,1º semestre,Menos de 18 anos,Feminino,4,5,5,2,5,2,5,4,1,3,1,3,5,3,5,3,5,1,2,5,3,5,3,2,3,3,4,3,2,1,3,3,4,5,1,3,1,3,2,2,3,2,2,4,1,2,4,2,5,2,1,4,5,3,5,3,3,5,2,5,Interessante
4/2/2018 13:07:30,Engenharia Mecânica,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,3,4,3,2,4,2,4,4,2,3,2,2,3,1,4,4,5,1,5,3,3,3,3,4,4,4,2,1,3,2,5,3,4,3,5,4,1,4,4,4,5,3,1,4,1,3,2,3,5,3,2,5,4,1,4,3,2,2,1,5,Espero que cumpra com os objetivos que o levaram a ser elaborado. Que gere alguma resposta real e na prática a favor dos alunos do CT. Muitos precisam de ajuda!
